"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,,,,,,,ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,0,10,10,15,11,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,136,136,,Coronavirus (SARS-CoV-2) Antigen Oral Fluid,coronavirus antigen oral fluid,,Tody Laboratories Int.,tody laboratories int,Romania,#N/A,Romania,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.todylaboratories.com/document/C61RT1040-Coronavirus-SARS-CoV-2-Antigen-Oral-Fluid-TLI-IFU-EN-2020,https://www.todylaboratories.com/document/C61RT1040-Coronavirus-SARS-CoV-2-Antigen-Oral-Fluid-TLI-IFU-EN-2020,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,137,137,,Coronavirus (SARS-CoV-2) Antigen-Nasopharyngeal Specimen,coronavirus antigen nasopharyngeal specimen,,Tody Laboratories Int.,tody laboratories int,Romania,#N/A,Romania,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.todylaboratories.com/document/C61RT1037-Coronavirus-SARS-CoV-2-Antigen-16-09-2020-TLI-IFU-EN-2020,https://www.todylaboratories.com/document/C61RT1037-Coronavirus-SARS-CoV-2-Antigen-16-09-2020-TLI-IFU-EN-2020,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,29,29,,AFIAS COVID-19 Ag Test Cartridge,afias  ag  cartridge,,Tokyo Boeki Medisys,tokyo boeki medisys,Japan,Japan,Japan,Test approved by one or more SRA,,,#N/A,,,,,,,,,#N/A,,#N/A,,,IND0214,,,,,IND0214,,,,
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,28,28,,"AFIAS COVID-19 Ag Test
Cartridge",afias  ag cartridge,,TOKYO BOEKI MEDISYS INC,tokyo boeki medisys ,#N/A,#N/A,,#N/A,PMDA,,#N/A,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,120,120,,CL AIA-PACK SARS-CoV-2 Ag,cl aia pack ag,,Tosoh Bioscience,tosoh bioscience,Japan,#N/A,Japan,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,121,121,,CL AIA-PACK SARS-CoV-2-Ag,cl aia pack ag,,TOSOH CORPORATION,tosoh corporation,#N/A,#N/A,,#N/A,PMDA,,#N/A,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,724,724,,TRCReady SARS-CoV-2,trcready  ,,Tosoh Corporation,tosoh corporation,#N/A,#N/A,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,300,300,,Gene Cube HQ SARS-CoV-2,gene cube hq  ,,"Toyobo Co., Ltd.",toyobo ,#N/A,#N/A,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,301,301,,Gene Cube SARS-CoV-2,gene cube  ,48T/kit,"Toyobo Co., Ltd.",toyobo ,#N/A,#N/A,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,336,336,,ImmunoArrow SARS-CoV-2,immunoarrow  ,,"TOYOBO CO., LTD.",toyobo ,#N/A,#N/A,,#N/A,PMDA,,#N/A,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,337,337,,ImmunoArrow SARS-CoV-2 Antigen Test Kit,immunoarrow antigen  ,,"TOYOBO CO., LTD.",toyobo ,Japan,#N/A,Japan,Test approved by one or more SRA,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,IND0215,,,,,IND0215,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1237,1237,DRCAT2101 DRCAT2102 DRCAT2103,ErbaQik COVID-19 Ag Rapid Test,erbaqik  ag rapid ,,Transasia Bio-Medical Ltd.,transasia biomedical ,,,,,,,#N/A,,,,,,,,,,,,,,IND0320,,,,,IND0320,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1194,1194,TCOG2001 TCOG2002 TCOG2003,ErbaLisa COVID-19 IgG ELISA,erbalisa  igg elisa,,"Transasia Bio-Medicals Ltd., Mumbai (Maharashtra), India",transasia biomedicals  mumbai maharashtra india,,,,,,,,,,,,,,,,,,,,,IND0254,,,,,IND0254,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1435,1435,2031503-TDPL,ErbaMDx COVID-19 RT PCR Kit,erbamdx  ,,"Transasia Diagnostics Solutions Limited, Maharashtra",transasia diagnostics solutions limited maharashtra,,,,,,,,,,,,,,,,,,,,,IND0592,,,,,IND0592,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1436,1436,TS0820-01,TrueScreen COVID-19 Multiplex Real Time PCR Detection Kit,truescreen  multiplex real time detection ,,"TranScience Innovative Technologies, Chennai",transcience innovative technologies chennai,,,,,,,,,,,,,,,,,,,,,IND0593,,,,,IND0593,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1437,1437,COVID-C-T-004,COVIDsure Multiplex Realtime RT-PCR kit,sure multiplex realtime ,,Trivitron healthcare Pvt Ltd,trivitron healthcare pvt ,,,,,,,,,,,,,,,,,,,,,IND0594,,,,,IND0594,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1438,1438,COVID-M-001,Covidsure Pro Multiplex RT-PCR kit,sure pro multiplex ,,Trivitron healthcare Pvt Ltd,trivitron healthcare pvt ,,,,,,,,,,,,,,,,,,,,,IND0595,,,,,IND0595,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,82,82,,Biocard Pro Covid-19 Antigen test,biocard pro  antigen ,,Trivitron Healthcare Pvt. Ltd,trivitron healthcare pvt ,India,#N/A,India,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.trivitron.com/uploads/brochure/16012693230Biocard_Pro_Antigen_eBrochure_28092020.pdf,https://www.trivitron.com/uploads/brochure/16012693230Biocard_Pro_Antigen_eBrochure_28092020.pdf,#N/A,#N/A,#N/A,,,IND0277,,,,,IND0277,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1439,1439,CVDSRD122101 A,COVIDsure Direct Multiplex RT PCR with extraction free technology,sure direct multiplex with extraction free technology,,Trivitron Healthcare Pvt. Ltd,trivitron healthcare pvt ,,,,,,,,,,,,,,,,,,,,,IND0596,,,,,IND0596,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1199,1199,COVK-004 COVK-005 COVK-006,COVID KAVACH Anti-SARS CoV-2 Human IgG ELISA kit, kavach anti human igg elisa ,,"Trivitron Healthcare Pvt. Ltd., Mumbai (Maharashtra), India",trivitron healthcare pvt  mumbai maharashtra india,,,,,,,,,,,,,,,,,,,,,IND0259,,,,,IND0259,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1440,1440,ZRD/21/K-32,AMPLICHAIN SARS-CoV-2,amplichain  ,,"Tulip mDiagnostics (P) Ltd., Verna",tulip mdiagnostics  verna,,,,,,,,,,,,,,,,,,,,,IND0597,,,,,IND0597,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,637,637,102997,SARS-CoV-2 NGS Assay,  ngs assay,96T/kit,Twist Bioscience Corporation,twist bioscience corporation,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1441,1441,UBMD0072001,ViraGEN Molecular Diagnostics Covid-19 Real- Time RT-PCR kit,viragen molecular diagnostics  real  time ,,uBio Biotechnology Systems Private Limited,ubio biotechnology systems private limited,,,,,,,,,,,,,,,,,,,,,IND0598,,,,,IND0598,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,658,658,,Sensit COVID-19 Rapid Antigen Test kit,sensit  rapid antigen  ,,"Ubio Biotechnology Systems Private Limited,",ubio biotechnology systems private limited,India,#N/A,India,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.ubio.in/covid/cc3.pdf,https://www.ubio.in/covid/cc3.pdf,#N/A,#N/A,#N/A,,,IND0111,,,,,IND0111,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1222,1222,SO64012010 SO64012011 SO64012012,SENSIT Rapid COVID-19 Ag kit,sensit rapid  ag ,,"Ubio Biotechnology Systems Pvt. Ltd., Kochin (Kerala), India",ubio biotechnology systems pvt  kochin kerala india,,,,,,,#N/A,,,,,,,,,,,,,,IND0284,,,,,IND0284,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,239,239,,Diagnostic Kit for Novel- Coronavirus (2019-nCoV) RNA (Isothermal Amplification-Real Time Fluorescence Assay,diagnostic  novel  coronavirus 2019 rna isothermal amplification real time fluorescence assay,,Ustar Biotechnologies (Hangzhou) Co Ltd (China),ustar biotechnologies hangzhou  china,#N/A,#N/A,,#N/A,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,250,250,,EasyNat Diagnostic Kit for Novel-Coronavirus (2019- nCoV) RNA (Isothermal Amplification-Real Time Fluorescence Assay,easynat diagnostic  novel coronavirus 2019  rna isothermal amplification real time fluorescence assay,,Ustar Biotechnologies (Hangzhou) Co Ltd (China),ustar biotechnologies hangzhou  china,#N/A,#N/A,,#N/A,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,PHL0010,,,,,PHL0010,Yes
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1159,1159,RCOVID200301T,"COVID-19 IgM/IgG Antibody
Detection Card Test ", igmigg antibodydetection card  ,,"VANGUARD Diagnostics, Delhi,
India ",vanguard diagnostics delhiindia ,,,,,,,,,,,,,,,,,,,,,IND0219,,,,,IND0219,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1027,1027,,2019-Novel Coronavirus (2019-nCoV) Triplex RT-qPCR Detection Kit,2019 novel coronavirus 2019 triplex qpcr detection ,,"Vazyme Medical Technology Co., Ltd.– Floor 1-3, Building C2, Red Maple Park of Technolngical Industry Kechuang Road, Economy & Technology Development Zone, Nanjing, China",vazyme medical technology  floor 13 building c2 red maple park of technolngical industry kechuang road economy  technology development zone nanjing china,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,PHL0037,,,,,PHL0037,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,739,739,300681,"ViroKey™ SARS-CoV-2 RT-
PCR Test",virokey ,4x50T/kit,Vela Operations Singapore Pte Ltd,vela operations singapore  ,#N/A,#N/A,,,US FDA EUA TGA,,,TRUE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,740,740,301068,"ViroKey™ SARS-CoV-2 RT-
PCR Test v2.0",virokey  v20,8x48T/kit,Vela Operations Singapore Pte Ltd,vela operations singapore  ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,IDN0010,,,,,IDN0010,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,154,154,,COVID-19 Ag Fast, ag fast,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351910390202021/anexo/A2389951/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351910390202021/anexo/A2389951/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,159,159,,COVID-19 Ag SE Rapido, ag se rapido,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351945735202148/anexo/T13950690/nomeArquivo/COVID-19%20Ag%20SE%20R%C3%A1pido.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351945735202148/anexo/T13950690/nomeArquivo/COVID-19%20Ag%20SE%20R%C3%A1pido.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,738,738,,VIDA FIA Teste COVID-19 Ag,vida fia  ag,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351717785202056/anexo/T14270815/nomeArquivo/VIDAFIAteste%20COVID-19%20Ag%20-%2005_2021%20VIDA.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351717785202056/anexo/T14270815/nomeArquivo/VIDAFIAteste%20COVID-19%20Ag%20-%2005_2021%20VIDA.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1442,1442,COVPCR211101,SARS-CoV-2 Fluorescent PCR,  fluorescent pcr,,Vimek Bioconcept Pvt Ltd,vimek bioconcept pvt ,,,,,,,,,,,,,,,,,,,,,IND0599,,,,,IND0599,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,954,954,,Vircell Microbiologists Direct SARS-COV-2 Real-time PCR kit,vircell microbiologists direct real time ,,"Vircell, S.L.",vircell sl,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0108,,,,,ZAF0108,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,741,741,PS-001541,Visby Medical COVID-19 Point of Care Test,visby medical  point care ,1T/kit,Visby Medical,visby medical,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1443,1443,VBRT004,CovTect COVID-19 Qualitative PCR Kit,covtect  qualitative ,,"Vitane Biologics Pvt Ltd, Telangana",vitane biologics pvt  telangana,,,,,,,,,,,,,,,,,,,,,IND0600,,,,,IND0600,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1444,1444,COVP006,SARS-CoV-2 RT-PCR Kit,  ,,"Vitro S.A., Spain (DSS Imagetech Private Ltd.)",vitro sa spain dss imagetech private ,,,,,,,,,,,,,,,,,,,,,IND0601,,,,,IND0601,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1445,1445,VF2120163,VITROMED Q 2019 nCoV RT PCR Kit,vitromed 2019 ,,Vitromed Healthcare,vitromed healthcare,,,,,,,,,,,,,,,,,,,,,IND0602,,,,,IND0602,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,564,564,,Rapidfor SARS-CoV-2 Ag Test Kit,rapidfor ag  ,,Vitrosens Biyoteknoloji Ltd. Sti.,vitrosens biyoteknoloji  sti,Turkey,#N/A,Turkey,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://vitrosens.com/covid-19-sars-cov-2-antigen-rapid-test-kit-nasopharyngeal/,https://vitrosens.com/covid-19-sars-cov-2-antigen-rapid-test-kit-nasopharyngeal/,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,744,744,"VID35-08-011
 VID35-08-012 
VID35-08-013 
VID35-08-014","VivaDiag™ COVID-19
IgM/IgG Rapid Test",vivadiag igmigg rapid ,40T/kit,VivaCheck Biotech (Hangzhou) Co Ltd (China),vivacheck biotech hangzhou  china,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,,,#N/A,#N/A,#N/A,,,,IDN0129,,,,,IDN0129,,,Yes
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,799,799,,VIVADIAG™ Pro SARS-CoV-2 Ag Rapid Test,vivadiag pro ag rapid ,,VIVACHECK BIOTECH (HANGZHOU) CO.LTD,vivacheck biotech hangzhou co,#N/A,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,,IDN0037,,,,,IDN0037,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,798,798,,VIVADIAG™ SARS-CoV-2 Ag Rapid Test,vivadiag ag rapid ,,VIVACHECK BIOTECH (HANGZHOU) CO.LTD,vivacheck biotech hangzhou co,#N/A,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,,IDN0028,,,,,IDN0028,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,340,340,,Immupass VivaDiag SARS-CoV-2 Ag Rapid Test,immupass vivadiag ag rapid ,25T/kit,"VivaChek Biotech (Hangzhou) Co., Ltd",vivachek biotech hangzhou ,China,China,China,Test approved by one or more SRA,,,#N/A,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,#N/A,$1.00,#N/A,$1.00,,IND0216,,,,,IND0216,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,807,807,,VERINO® SARS-Cov-2 Neutralizing Antibody FIA Test Kit,verino neutralizing antibody fia  ,,"VIVACHEK BIOTECH (HANGZHOU) CO., LTD., CHINA",vivachek biotech hangzhou  china,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,IDN0019,,,,,IDN0019,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1111,1111,,VivaDiag™ COVID-19 IgM/IgG Rapid Test,vivadiag  igmigg rapid ,,"Vivachek Biotech Hangzhou Co. Ltd.-Level 2, Block 2, 146 East Chaofeng Rd., Yuhang Economy Development Zone, Hangzhou, 311100, Zhejiang China",vivachek biotech hangzhou level 2 block 2 146 east chaofeng rd yuhang economy development zone hangzhou 311100 zhejiang china,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,PHL0142,,,,,PHL0142,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1158,1158,PCCV200301S,"Coronavirus (COVID-19) IgG/IgM
Rapid Test ",coronavirus  iggigmrapid  ,,"Voxtur Bio Ltd, Surat (Gujarat), India",voxtur bio  surat gujarat india,,,,,,,,,,,,,,,,,,,,,IND0218,,,,,IND0218,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1192,1192,ECCV200601S ECCV200602S ECCV200603S,VOXEL Anti-SARS COV-2 IgG Antibody detection kit COVID KAVACH,voxel anti igg antibody detection kavach,,"Voxtur Bio Ltd., Mumbai (Maharashtra) India",voxtur bio  mumbai maharashtra india,,,,,,,,,,,,,,,,,,,,,IND0252,,,,,IND0252,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,677,677,,Smart Test COV Ag,smart ag,,VYTTRA DIAGNOSTICOS,vyttra diagnosticos,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351525270202021/anexo/T13647252/nomeArquivo/Smart%20Teste%20Cov%20Ag%20-%2081692610224.pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351525270202021/anexo/T13647252/nomeArquivo/Smart%20Teste%20Cov%20Ag%20-%2081692610224.pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,941,941,,PerkinElmer SARS-CoV-2 Real-time RT-PCR  assay,perkinelmer real time  assay,,Wallac Oy,wallac oy,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0088,,,,,ZAF0088,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,650,650,,"SARS-CoV-2 RT-qPCR
Reagent Kit",  qpcrreagent ,,Wallac Oy (Finland),wallac oy finland,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,341,341,,Imuno-RÁPIDO COVID-19 Ag,imuno rpido  ag,,Wama Diagnostica,wama diagnostica,Brazil,#N/A,Brazil,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.wamadiagnostica.com.br/bulas/imuno-rapido/covid-19-ag-1.pdf,https://www.wamadiagnostica.com.br/bulas/imuno-rapido/covid-19-ag-1.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,756,756,,WL Check SARS-CoV-2 Ag,wl check ag,,Weiner Lab,weiner lab,Argentina,#N/A,Argentina,Test in development or commercialized,,,#N/A,,,,,,#N/A,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073095202164/anexo/T15185663/nomeArquivo/Instru%C3%A7%C3%A3o%20de%20Uso%20Laborlab..pdf?Authorization=Guest,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073095202164/anexo/T15185663/nomeArquivo/Instru%C3%A7%C3%A3o%20de%20Uso%20Laborlab..pdf?Authorization=Guest,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,110,110,,careUS COVID-19 antigen,careus  antigen,,"Wells Bio, Inc.",wells bio ,Republic of Korea,#N/A,Republic of Korea,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,754,754,,WESAIL COVID-19 Antigen Test Kit,wesail  antigen  ,,WESAIL Biotech Inc.,wesail biotech ,China,#N/A,China,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,http://en.wesailbio.com/product/85.html,http://en.wesailbio.com/product/85.html,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,755,755,,Willi Fox COVID-19 Antigen rapid test,willi fox  antigen rapid ,,Willi Fox GmbH,willi fox gmbh,Switzerland,#N/A,Switzerland,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://willifox.com/PDF/Testanleitungen/Willi%20Fox%20COVID-19_Antigen_Test_d.pdf,https://willifox.com/PDF/Testanleitungen/Willi%20Fox%20COVID-19_Antigen_Test_d.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,757,757,,WonMed COVID-19 Ag,wonmed  ag,,"Won (One) Medical Co., Ltd",won one medical ,Republic of Korea,#N/A,Republic of Korea,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,144,144,,"COVID-19 (SARS-CoV-2)
Nucleic Acid Test kit",  nucleic acid  ,,Wuhan EasyDiagnosis Biomedicine Co Ltd (China),wuhan easydiagnosis biomedicine  china,#N/A,#N/A,,#N/A,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,IND0603,IDN0005,ZAF0066,,,IND0603,IDN0005,ZAF0066,,Yes
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,633,633,,"SARS-CoV-2 IgM/IgG
Antibody Test Kit",  igmiggantibody  ,see IFU,Wuhan EasyDiagnosis Biomedicine Co Ltd (China),wuhan easydiagnosis biomedicine  china,#N/A,#N/A,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,803,803,,BIOHERMES SARS-CoV-2 Neutralizing Antibodies Test Kit (Enzyme Linked Immunosorbent Assay),biohermes neutralizing antibodies enzyme linked immunosorbent assay,,"WUXI BIOHERMES BIO & MEDICAL TECHNOLOGY CO., LTD",wuxi biohermes bio  medical technology ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,IDN0012,,,,,IDN0012,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,804,804,,BIOHERMES® SARS-CoV-2 Antigen Test Kit (Lateral Flow Assay),biohermes antigen lateral flow assay,,"WUXI BIOHERMES BIO & MEDICAL TECHNOLOGY CO., LTD",wuxi biohermes bio  medical technology ,#N/A,#N/A,,#N/A,,,#N/A,,,,,,,,,,,,,,,IDN0014,,,,,IDN0014,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,934,934,,Novel Corona Virus (2019-nCov) Nucleic Ac Detection KitAutomatic Nucleic Acid Extractor,novel corona virus 2019 nucleic ac detection automatic nucleic acid extractor,,Xi’an TianLong Science and Technology corporate limited.,xian tianlong sciencetechnology corporate limited,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0078,,,,,ZAF0078,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,186,186,,COVID-19 Antigen Rapid Test Kit (Colloidal Gold), antigen rapid colloidal gold,,"Xiamen AmonMed Biotechnology Co., Ltd",xiamen amonmed biotechnology ,China,#N/A,China,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,103,103,,"BIOTIME SARS-CoV-2
IgG/IgM Rapid Qualitative Test",biotime  iggigm rapid qualitative ,see IFU,Xiamen Biotime Biotechnology Co Ltd (China),xiamen biotime biotechnology  china,#N/A,#N/A,,#N/A,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,#N/A,,,#N/A,#N/A,#N/A,,,,,ZAF0039,,,,,ZAF0039,,Yes
