"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ImunoAce SARS-CoV-2/ Capilia SARS-CoV-2,imunoace capilia  ,,"TAUNS LABORATORIES, INC.",tauns laboratories ,,,,,,,,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FAST-COVID-SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),fast  antigen rapid colloidal gold,,TECNO-BIOS SRL,tecnobios srl,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"Coronavirus (SARS-CoV 2) & Influenza A+B, Antigen, combo - Nasopharyngeal Specimen",coronavirus  influenza ab antigen combo nasopharyngeal specimen,,Tody Laboratories Int.,tody laboratories int,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Coronavirus (SARS-CoV-2) Antigen Oral Fluid,coronavirus antigen oral fluid,,Tody Laboratories Int.,tody laboratories int,,,,,,,,https://www.todylaboratories.com/document/C61RT1040-Coronavirus-SARS-CoV-2-Antigen-Oral-Fluid-TLI-IFU-EN-2020,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Coronavirus (SARS-CoV-2) Antigen-Nasopharyngeal Specimen,coronavirus antigen nasopharyngeal specimen,,Tody Laboratories Int.,tody laboratories int,,,,,,,,https://www.todylaboratories.com/document/C61RT1037-Coronavirus-SARS-CoV-2-Antigen-16-09-2020-TLI-IFU-EN-2020,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AFIAS COVID-19 Ag Test Cartridge,afias  ag  cartridge,,Tokyo Boeki Medisys,tokyo boeki medisys,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CL AIA-PACK SARS-CoV-2 Ag,cl aia pack ag,,Tosoh Bioscience,tosoh bioscience,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ImmunoArrow SARS-CoV-2 Antigen Test Kit,immunoarrow antigen  ,,"TOYOBO CO., LTD.",toyobo ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Biocard Pro Covid-19 Antigen test,biocard pro  antigen ,,Trivitron Healthcare Pvt. Ltd,trivitron healthcare pvt ,,,,,,,,https://www.trivitron.com/uploads/brochure/16012693230Biocard_Pro_Antigen_eBrochure_28092020.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sensit COVID-19 Rapid Antigen Test kit,sensit  rapid antigen  ,,"Ubio Biotechnology Systems Private Limited,",ubio biotechnology systems private limited,,,,,,,,https://www.ubio.in/covid/cc3.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag Fast, ag fast,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351910390202021/anexo/A2389951/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag SE Rapido, ag se rapido,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351945735202148/anexo/T13950690/nomeArquivo/COVID-19%20Ag%20SE%20R%C3%A1pido.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,VIDA FIA Teste COVID-19 Ag,vida fia  ag,,Vida Biotecnologia Ltda - ME,vida biotecnologia  me,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351717785202056/anexo/T14270815/nomeArquivo/VIDAFIAteste%20COVID-19%20Ag%20-%2005_2021%20VIDA.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Rapidfor SARS-CoV-2 Ag Test Kit,rapidfor ag  ,,Vitrosens Biyoteknoloji Ltd. Sti.,vitrosens biyoteknoloji  sti,,,,,,,,https://vitrosens.com/covid-19-sars-cov-2-antigen-rapid-test-kit-nasopharyngeal/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Immupass VivaDiag SARS-CoV-2 Ag Rapid Test,immupass vivadiag ag rapid ,,"VivaChek Biotech (Hangzhou) Co., Ltd",vivachek biotech hangzhou ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073671202092/anexo/A2419288/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.DOC?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Smart Test COV Ag,smart ag,,VYTTRA DIAGNOSTICOS,vyttra diagnosticos,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351525270202021/anexo/T13647252/nomeArquivo/Smart%20Teste%20Cov%20Ag%20-%2081692610224.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Imuno-RÁPIDO COVID-19 Ag,imuno rpido  ag,,Wama Diagnostica,wama diagnostica,,,,,,,,https://www.wamadiagnostica.com.br/bulas/imuno-rapido/covid-19-ag-1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,WL Check SARS-CoV-2 Ag,wl check ag,,Weiner Lab,weiner lab,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351073095202164/anexo/T15185663/nomeArquivo/Instru%C3%A7%C3%A3o%20de%20Uso%20Laborlab..pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,careUS COVID-19 antigen,careus  antigen,,"Wells Bio, Inc.",wells bio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,WESAIL COVID-19 Antigen Test Kit,wesail  antigen  ,,WESAIL Biotech Inc.,wesail biotech ,,,,,,,,http://en.wesailbio.com/product/85.html,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Willi Fox COVID-19 Antigen rapid test,willi fox  antigen rapid ,,Willi Fox GmbH,willi fox gmbh,,,,,,,,https://willifox.com/PDF/Testanleitungen/Willi%20Fox%20COVID-19_Antigen_Test_d.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,WonMed COVID-19 Ag,wonmed  ag,,"Won (One) Medical Co., Ltd",won one medical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Kit (Colloidal Gold), antigen rapid colloidal gold,,"Xiamen AmonMed Biotechnology Co., Ltd",xiamen amonmed biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2/Influenza A/Influenza B Antigen Rapid Test, influenza ainfluenza antigen rapid ,,Xiamen Wiz Biotech Co. Ltd,xiamen wiz biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,YBIO Rapid Test COVID-19 Ag Test kit,ybio rapid ag  ,,YuvRaj Biobiz Incubator India Pvt. Ltd.,yuvraj biobiz ubator india pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,AnyLab COVID-19 Ag Test Kit,anylab  ag  ,,Z BIOTECH INC.,z biotech ,,,,,,,,http://zetbio.com/%ec%bd%94%eb%a1%9c%eb%82%98-19-%ed%95%ad%ec%9b%90-%ec%8b%a0%ec%86%8d%ec%a7%84%eb%8b%a8%ed%82%a4%ed%8a%b82/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ReSARS CoV-2 Antigen ELISA Kit,re  antigen elisa ,,"Zalgen Labs, LLC",zalgen labs ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ReSARS CoV-2 Antigen Rapid Test,re  antigen rapid ,,"Zalgen Labs, LLC",zalgen labs ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ReSARS Pan-Corona Antigen ELISA Kit,re pan corona antigen elisa ,,"Zalgen Labs, LLC",zalgen labs ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CoviRAT COVID-19 Rapid Antigen test kit,covirat  rapid antigen  ,,Zephyr Biomedicals-Tulip Group,zephyr biomedicalstulip group,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Coronavirus Ag Rapid Test,coronavirus ag rapid ,,Zhejiang Orient Gene Biotech,zhejiang orient gene biotech,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Lambra Coronavirus Rapid Antigen Test,lambra coronavirus rapid antigen ,,Zhejiang Orient Gene Biotech,zhejiang orient gene biotech,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ENCODE SARS-COV-2 Antigen Rapid Test Device,encode antigen rapid  device,,"Zhuhai Encode Medical Engineering Co., Ltd",zhuhai encode medical engineering ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Detection Kit (Colloidal Gold), antigen detection  colloidal gold,,"Zhuhai Lituo Biotechnology Co., Ltd",zhuhai lituo biotechnology ,,,,,,,,https://www.compamed-tradefair.com/vis/v1/en/exhibitors/medcom2020.2675854,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Detection Kit (Immunofluorescence Assay), antigen detection  immunofluorescence assay,,"Zhuhai Lituo Biotechnology Co., Ltd",zhuhai lituo biotechnology ,,,,,,,,https://www.compamed-tradefair.com/vis/v1/en/exhibitors/medcom2020.2675854,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,L031-11711,"ACON SARS-CoV-2 IgG/IgM
 Rapid Test",acon iggigm rapid ,see IFU,"ACON Laboratories, Inc",acon laboratories ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,A-RAPCOV01,"RapCov™ Rapid COVID-19
 Test",rap rapid  ,see IFU,Advaite,advaite,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,COV-W23M,Assure COVID-19 IgG/IgM Rapid Test Device,assure  iggigm rapid  device,see IFU,"Assure Tech. (Hangzhou Co., Ltd)",assure tech hangzhou ,Health Canada/Interim Order US FDA EUA,,TRUE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,Assure COVID-19 IgG/IgM Rapid Test Device rebranded as Ecotest COVID-19 IgG/IgM Rapid Test Device,assure  iggigm rapid  device rebranded as ecotest  iggigm rapid  device,see IFU,"Assure Tech. (Hangzhou Co., Ltd)",assure tech hangzhou ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,Assure COVID-19 IgG/IgM Rapid Test Device rebranded as Fastep COVID-19 IgG/IgM Rapid Test Device,assure  iggigm rapid  device rebranded as fastep  iggigm rapid  device,see IFU,"Assure Tech. (Hangzhou Co., Ltd)",assure tech hangzhou ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"NOVA Test® COVID-19
 IgG/IgM Antibody Test (Colloidal Gold)",nova iggigm antibody  colloidal gold,see IFU,Atlaslink Beijing Technology Co Ltd (China),atlaslink beijing technology  china,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"AtomoRapid™ COVID-19
 IgM/IgG Antibody Test",atomorapid  igmigg antibody ,see IFU,Atomo Diagnostics Limited,atomo diagnostics limited,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,WJ-2710,Wantai SARS-CoV-2 Ab Rapid Test kit,wantai ab rapid  ,10,Beijing Wantai Biological Pharmacy Enterprise Co Ltd (China),beijing wantai biological pharmacy enterprise  china,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
,,,WJ-2750,Wantai SARS-CoV-2 Ab Rapid Test kit,wantai ab rapid  ,50,Beijing Wantai Biological Pharmacy Enterprise Co Ltd (China),beijing wantai biological pharmacy enterprise  china,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,B251C,"Tell Me Fast Novel Coronavirus (COVID-19) IgG/IgM Antibody
 Test",tell me fast novel coronavirus  iggigm antibody ,,Biocan Diagnostics Inc.,biocan diagnostics ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,RTA0203,"SARS-CoV-2 IgM/IgG
 Antibody Test Kit",  igmigg antibody  ,25,"Biohit Healthcare (Hefei) Co., Ltd.",biohit healthcare hefei ,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,"90-1092
 90-1098",Insti COVID-19 Antibody Test,insti  antibody ,see IFU,Biolytical Laboratories Inc. (Canada),biolytical laboratories  canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,COV-13C25,Rapid Response COVID-19 IgG/IgM Rapid Test Device,rapid response  iggigm rapid  device,see IFU,Btnx Inc. (Canada),btnx  canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,COVID-19 IgG/IgM Rapid Test, iggigm rapid ,see IFU,Btnx Inc. (Canada),btnx  canada,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,5515C025,qSARS-CoV-2 IgG/IgM Rapid Test,q  iggigm rapid ,25,Cellex Inc (United States of America),cellex  united states of america,"TGA
",revoked US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,5515C050,qSARS-CoV-2 IgG/IgM Rapid Test,q  iggigm rapid ,50,Cellex Inc (United States of America),cellex  united states of america,"TGA
", revoked US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,5515C100,qSARS-CoV-2 IgG/IgM Rapid Test,q  iggigm rapid ,100,Cellex Inc (United States of America),cellex  united states of america,"TGA
 ",revoked US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,R0180C,OnSite COVID-19 IgG/IgM Rapid Test (Aria COVID-19 IgG/IgM Rapid Test),onsite  iggigm rapid  aria  iggigm rapid ,see IFU,CTK Biotech Inc (USA),ctk biotech  usa,"TGA
", revoked US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2039,CovAb SARS-CoV-2 Ab Test,covab ab ,see IFU,"Diabetomics, Inc.",diabetomics ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,W195,SARS-CoV-2 Antibody Test (Lateral Flow Method),  antibody  lateral flow method,see IFU,Guangzhou Wondfo Biotech Co Ltd (China),guangzhou wondfo biotech  china,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,INCP-402,2019-n-CoV IgG/IgM Rapid Test Cassette,2019  iggigm rapid  cassette,see IFU,Hangzhou Alltest Biotech Co Ltd (China),hangzhou alltest biotech  china,"TGA
", removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,COVID-19 IgG/IgM Rapid Test Cassette, iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China),hangzhou biotest biotech  china,"TGA
", removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,RightSign™ COVID-19 IgG/IgM Rapid Test Cassette,rightsign  iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China),hangzhou biotest biotech  china,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"RightSign™ COVID-19 IgG/IgM Rapid Test Cassette rebranded to
 CoronaCHEK COVID-19
 IgG/IgM Rapid Test Cassette",rightsign  iggigm rapid  cassette rebranded coronachek  iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China) distributed by CLIAwaived Inc.,hangzhou biotest biotech  china distributed cliawaived ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"RightSign™ COVID-19 IgG/IgM Rapid Test Cassette rebranded to
 Premier Biotech COVID-19 IgG/IgM Rapid Test Cassette",rightsign  iggigm rapid  cassette rebranded premier biotech  iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China) distributed by Premier Biotech Inc.,hangzhou biotest biotech  china distributed premier biotech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,COVID-19 IgG/IgM Rapid Test Cassette, iggigm rapid  cassette,see IFU,Hangzhou Clongene Biotech Co Ltd (China),hangzhou clongene biotech  china,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,303002,"LYHER Novel Coronavirus (2019-nCoV) IgM/IgG
 Antibody
 Combo Test Kit (Colloidal Gold)",lyher novel coronavirus 2019 igmigg antibody combo colloidal gold,see IFU,Hangzhou Laihe Biotech Co Ltd (China),hangzhou laihe biotech  china,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"LYHER Novel Coronavirus (2019-nCoV) IgM/IgG
 Antibody
 Combo Test Kit (Colloidal Gold) rebranded to QUICKKIT Novel Coronavirus (2019- nCov) IgM/IgG Antibody Combo Test Kit",lyher novel coronavirus 2019 igmigg antibody combo colloidal gold rebranded quickkit novel coronavirus 2019  igmigg antibody combo  ,see IFU,Hangzhou Laihe Biotech Co Ltd (China) distributed by Unisources Group LLC.,hangzhou laihe biotech  china distributed unisources group ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"2019-nCOV/COVID-19
 IgG/IgM Rapid Test Device",2019  iggigm rapid  device,see IFU,Hangzhou Realy Tech Co Ltd (China),hangzhou realy tech  china,"TGA
 ",removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,GCCOV-402a,COVID-19 IgG/IgM Rapid Test Cassette, iggigm rapid  cassette,25,Healgen Scientific Limited Liability Company (United States Of America),healgen scientific limited liability company united states of america,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,InnoScreenTM COVID-19 IgG/IgM Rapid Test,innoscreentm  iggigm rapid ,see IFU,Innovation Scientific Pty Ltd (Australia),innovation scientific pty  australia,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,YF319C,2019-nCov Ab Test (Colloidal Gold),2019 ab  colloidal gold,see IFU,Innovita (Tangshan) Biological Technology Co Ltd (China),innovita tangshan biological technology  china,US FDA EUA TGA,,TRUE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,B25-CSER1001,Lumivi Diagnostics SARS-CoV- 2 IgG Rapid Test Kit,lumivi diagnostics  2 igg rapid  ,see IFU,"International Point Of Care, Inc. (Canada)",international point of care  canada,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,Orawell IgM/IgG Rapid Test,orawell igmigg rapid ,see IFU,"Jiangsu Well Biotech Co., Ltd.",jiangsu well biotech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"INDICAID COVID-19 IgM/IgG
 Rapid Test rebranded by Phase Scientific International Limited",indicaid  igmigg rapid  rebranded by phase scientific international limited,see IFU,"Jiangsu Well Biotech Co., Ltd. distributed by Phase Scientific International Limited",jiangsu well biotech  distributed phase scientific international limited,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,Rapid COVID-19 IgM/IgG Combo Test Kit,rapid  igmigg combo  ,see IFU,"Megna Health, Inc.",megna health ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,"243001N-10
",Nadal COVID-19 IgG/IgM Test (pack Of 10),nadal  iggigm  pack 10,10,Nal Von Minden Gmbh (Germany),nal von minden gmbh germany,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests, 243001N-20,Nadal COVID-19 IgG/IgM Test (pack Of 10),nadal  iggigm  pack 10,20,Nal Von Minden Gmbh (Germany),nal von minden gmbh germany,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,243001N-50,Nadal COVID-19 IgG/IgM Test (pack Of 10),nadal  iggigm  pack 10,50,Nal Von Minden Gmbh (Germany),nal von minden gmbh germany,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,243001N-100,Nadal COVID-19 IgG/IgM Test (pack Of 10),nadal  iggigm  pack 10,100,Nal Von Minden Gmbh (Germany),nal von minden gmbh germany,Health Canada/Interim Order,,FALSE,TRUE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,COVID-19 IgG/IgM Rapid Test Kit, iggigm rapid  ,see IFU,Nantong Egens Biotechnology Co Ltd (China),nantong egens biotechnology  china,"TGA
", removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,COVID-19 IgG/IgM Rapid Test Cassette, iggigm rapid  cassette,see IFU,Newscen Coast Bio- Pharmaceutical Co Ltd (China),newscen coast bio pharmaceutical  china,"TGA
", removed from US FDA EUA,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,8075,ADEXUSDx COVID-19 Test,adexusdx  ,50,"NOWDiagnostics, Inc",nowdiagnostics ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,NBPC-0007,MidaSpotTM COVID-19 Antibody Combo Detection Kit,midaspottm  antibody combo detection ,25,"Nirmidas Biotech, Inc",nirmidas biotech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,NBPC-0001-xx,"Nirmidas COVID-19 (SARS- CoV-2) IgM/IgG Antibody Detection
 Kit",nirmidas   igmigg antibody detection ,see IFU,"Nirmidas Biotech, Inc",nirmidas biotech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,NTBIO One Step Rapid Test - COVID-19 IgG/IgM Antibody Test,ntbio one step rapid   iggigm antibody ,see IFU,NTBIO Diagnostics Inc (Canada),ntbio diagnostics  canada,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,,"SARS-CoV-2 IgM/lgG
 Antibody Rapid Test",  igmlgg antibody rapid ,see IFU,Qingdao Hightop Biotech Co Ltd (China),qingdao hightop biotech  china,TGA,,FALSE,FALSE,FALSE,FALSE,TRUE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,CD- COV19CW/102223/ 102224,Sienna-Clarity COVIBLOCK COVID-19 IgG/IgM Rapid Test Cassette,sienna clarity coviblock  iggigm rapid  cassette,see IFU,Salofa Oy,salofa oy,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,COGT025E,SGTi-flex COVID-19 IgG,sgti flex  igg,25T/kit ,"Sugentech, Inc",sugentech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,COGT005E,SGTi-flex COVID-19 IgG,sgti flex  igg,5T/kit,"Sugentech, Inc",sugentech ,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,20010,"TBG SARS-CoV-2 IgG / IgM
 Rapid Test Kit",tbg igg  igm rapid  ,see IFU,TBG Biotechnology Corp.,tbg biotechnology corp,US FDA EUA,,TRUE,FALSE,FALSE,FALSE,FALSE,,#N/A,#N/A
