,"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,"vlookup to ""CE-markted tests""","ISNUMBER(SEARCH(""US FDA EUA"", R1))","ISNUMBER(SEARCH(""Health Canada/Interim Order"", R1))","ISNUMBER(SEARCH(""WHO EUL"", R1))","ISNUMBER(SEARCH(""PMDA"", R1))","ISNUMBER(SEARCH(""TGA"", R1))",ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,33,462,146,174,101,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1220,1220,BCOVA03 BCOVA04 BCOVA05 BCOVA06,Angcard COVID-19 rapid Antigen Test kit,AngcardCOVID19rapidAntigenTestkit,angcard  rapid antigen,,"Angstrom Biotech Pvt. Ltd., Alwar (Rajasthan), India",angstrom biotech pvt  alwar rajasthan india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0282,,,,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1221,"1221, 1125",FMFC20201 FMFC16201 FMFC02201,GenBody COVID-19 Ag rapid Test kit (POCT),GenBodyCOVID19AgrapidTestkitPOCT,genbody  ag rapid poct,,"GenBody Inc., South Korea",genbody  south korea,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0283, IND0042",,,,
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1222,1222,SO64012010 SO64012011 SO64012012,SENSIT Rapid COVID-19 Ag kit,,sensit rapid  ag,,"Ubio Biotechnology Systems Pvt. Ltd., Kochin (Kerala), India",ubio biotechnology systems pvt  kochin kerala india,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0284,,,,Yes
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1226,1226,01/1220 02/1220 03/1220,EzDx COVID-19 Rapid Ag Test,,ezdx  rapid ag,,"ADVY Chemical Pvt. Ltd., Thane (Maharashtra), India",advy chemical pvt  thane maharashtra india,India,,India,Test approved by one or more regulatory bodies,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0292,,,,Yes
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1227,1227,5000510052,^{$} Vitros SARS-CoV-2 AgTest CLIA KitVitros 3600,{}VitrosSARSCoV2AgTestCLIAKitVitros3600,vitros agtest clia vitros 3600,,"Ortho Clinical Diagnostics,Mumbai (Maharashtra),India",ortho clinical diagnosticsmumbai maharashtraindia,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0293,,,,
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1228,1228,LORCAG1120A LORCAG1120B,SAIC-19 Ag Kit,,saic 19 ag,,"M/S Lorven Biologics Pvt. Ltd.,",ms lorven biologics pvt,India,,India,Test approved by one or more regulatory bodies,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0294,,,,Yes
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1231,1231,CVRA T022 l-01 CVRA T022 l-02 CVRA T022 l-03,COVSCAN SARS-Co V-2 Antigen Detection kit,,covscan  co 2 antigen detection,,"NextGen In Vitro Diagnostics (P.) Limited., Faridabad (Haryana), India",nextgen in vitro diagnostics limited faridabad haryana india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0304,,,,Yes
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1233,1233,20J005-0000 20J122-0000 20J129-0000,FORA® COVID-19 Antigen Rapid Test,,fora  antigen rapid,,"TaiDoc Technology Corporation, Taiwan",taidoc technology corporation taiwan,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0309,,,,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1235,1235,ECA010820 ECA020820 ECA030820,ELISA based COVID-19 MICROLISA SARS-CoV-2 detection kit,ELISAbasedCOVID19MICROLISASARSCoV2detectionkit,elisa based  microlisa detection,,"J. Mitra & Co. Ltd., New Delhi, India",j mitra new delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0316,,,,
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1236,1236,QBICAGA210001 QBICAGA210002 QBICAGA210003,InstaCOVID Ag kit,,insta ag,,QAWACH Bio Pvt. Ltd.,qawach bio pvt,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0319,,,,
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1237,1237,DRCAT2101 DRCAT2102 DRCAT2103,ErbaQik COVID-19 Ag Rapid Test,,erbaqik  ag rapid,,Transasia Bio-Medical Ltd.,transasia biomedical,India,,India,Test approved by one or more regulatory bodies,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0320,,,,Yes
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1238,"1238, 1129",CAG-TLB-001 CAG-TLB-002 CAG-TLB-003,SARS-CoV2 rapid Test Kit,,cov2 rapid,,"KoshBio Pvt. Ltd., Faridabad (Haryana), India",koshbio pvt  faridabad haryana india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0326, IND0060",,,,Yes
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1239,1239,AG00002-A-1021001E AG00002-A-1021002E AG00002-A-1021003E,Gazelle PathoCatch COVID-19 (FIA) test kit,,gazelle pathocatch  fia,,"Mylab Discovery Solutions Ltd., Pune (Maharashtra), India",mylab discovery solutions  pune maharashtra india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0327,,,,Yes
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1240,1240,CAC010421 CAC020421 CAC030421,COVID-19 Ag Card Test-ver. 2,,ag card  ver 2,,"J. Mitra & Co. Ltd., New Delhi, India",j mitra new delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0328,,,,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1241,1241,53838701 53838702 53838703 56906001,Elecsys SARS-CoV-2 Antigen Test-CLIA (Cobas e411),ElecsysSARSCoV2AntigenTestCLIACobase411,elecsys antigen  clia cobas e411,,Roche Diagnostics Pvt. Ltd.,roche diagnostics pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0329,,,,
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1242,1242,LF-CoV01/0621 LF-CoV02/0621 LF-CoV03/0621,ImCOV-Ag (SARS-CoV-2 Rapid Ag Test Card),,im ag rapid ag  card,,"IMGENEX India Pvt. Ltd., Bhubaneswar (Odisha), India",imgenex india pvt  bhubaneswar odisha india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0330,,,,
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1243,1243,COVID-19-0101 COVID-19-0102 COVID-19-0103,COVID-19 Rapid Antigen Test kit,,rapid antigen,,"Recombigen Laboratory Pvt. Ltd., New Delhi, India",recombigen laboratory pvt  new delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0331,,,,
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1244,1244,Cov-19 Ag-V3/01 Cov-19 Ag-V3/02Cov-19 Ag-V3/03,TRURAPID Covid-19 Ag Test Kit,,trurapid  ag,,"Kilpest India Ltd., Bhopal (Madhya Pradesh), India",kilpest india  bhopal madhya pradesh india,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0332,,,,Yes
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1245,1245,RD2772101 RD2772102 RD2772013,COVID-19 Rapid Antigen Test kit,,rapid antigen,,"Nucleus Diagnosys LLP., Ahmedabad (Gujarat), India",nucleus diagnosys llp ahmedabad gujarat india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0333,,,,
22,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1246,1246,C19RAG001 C19RAG002 C19RAG003,BioSci True-Detect COVID-19 AG Rapid Test kit,BioSciTrueDetectCOVID19AGRapidTestkit,biosci true detect  ag rapid,,"BIOSCI Healthcare, Bhopal (Madhya Pradesh), India",biosci healthcare bhopal madhya pradesh india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0334,,,,Yes
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1247,1247,ELRDCO 0011 ELRDCO 0012 ELRDCO 0013,Edge Xpress COVID-19 Ag Test kit,,edge xpress  ag,,"Edge Pharma Pvt. Ltd., Mumbai (Maharashtra), India",edge pharma pvt  mumbai maharashtra india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0335,,,,
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1248,1248,"3B306, 3B307, CoV-19/V3.2/2020/02",TRUPCR SARS-CoV-2 RT-qPCR Kit (V-3.2) (Single Tube Multiplex format),,trupcr qpcr  32 single tube multiplex format,"100T/kit, 200T/kit",3B Blackbio Biotech India Ltd (a Kilpest India Ltd company),3b blackbio biotech india  kilpest india  company,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0399,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1249,1249,ABDM/R&D01/C OV/ISOPCR,InnoDetectTM CL COVID-19 Iso-PCR kit,InnoDetectTMCLCOVID19IsoPCRkit,innodetecttm cl  iso,,"AB Diagnopath Mfg. Pvt. Ltd, Delhi, India",ab diagnopath mfg pvt  delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0400,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1250,1250,ABDM/R&D01/C OVRTPCR,InnoDetect Covid-19 RT-PCR Kit,InnoDetectCovid19RTPCRKit,innodetect,,"AB Diagnopath Mfg. Pvt. Ltd, Delhi, India",ab diagnopath mfg pvt  delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0401,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1251,1251,47532-020720,TaqMan 2019-nCoV Control Kit v1,,taqman 2019 control  v1,,"ABI (Applied bio-systems), USA",abi applied biosystems usa,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0402,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1252,1252,200304 200402,A*STAR FORTITUDE KIT 2.0,ASTARFORTITUDEKIT2.0,astar fortitude  20,,"Accelerate Technologies Pte.ltd (DxD Hub), Singapore",accelerate technologies  dxd hub singapore,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0403,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1253,1253,CRV1D001,Accurex SARS COVID-19 RT-PCR Assay,AccurexSARSCOVID19RTPCRAssay,accurex assay,,"Accurex Biomedical Pvt Ltd, Palghar, Maharashtra",accurex biomedical pvt  palghar maharashtra,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0404,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1254,1254,DCRPT001,Novel Coronavirus (2019-nCoV) Nucleic Acid Detection Kit (Fluorescence PCR Method),NovelCoronavirus2019nCoVNucleicAcidDetectionKitFluorescencePCRMethod,novel coronavirus 2019 nucleic acid detection  fluorescence method,,"Accurex Biomedical Pvt Ltd, Palghar, Maharashtra",accurex biomedical pvt  palghar maharashtra,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0405,,,,
22,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1255,1255,ACH/CVS/19102 021/001,GenePath Dx CoviSpeedy,GenePathDxCoviSpeedy,genepath dx covispeedy,,Achira labs Pvt Ltd,achira labs pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0406,,,,Yes
22,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1256,1256,ACH/CQK/10062 1/004,GENEPATH DX CoviQuick v2.0,GENEPATHDXCoviQuickv2.0,genepath dx coviquick v20,,ACHIRA LABS PVT. LTD,achira labs pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0407,,,,Yes
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1257,1257,20210809A,Gene path Dx CoVi Delta RT-qPCR Kit v ME-2,,gene path dx covi delta qpcr  me 2,,"Achira Labs Pvt. Ltd., Bengaluru, Karnataka",achira labs pvt  bengaluru karnataka,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0408,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1258,1258,A100232,COVIQWIK SARS-CoV-2 RT-LAMP Kit,,coviqwik lamp,,"Acrannolife Genomics Pvt. Ltd.,",acrannolife genomics pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0409,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1259,1259,20167,MOLgen SARS CoV-2 Realtime RT-PCR kit,,molgen realtime,,"ADALTIS S.r.l, Italy (PUG Capital Private Limited)",adaltis srl italy pug capital private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0410,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1260,1260,nCoV-2008-01ST,LyteStar 2019-nCoV RT-PCR Kit 2.0,,lytestar 2019  20,,ADT Biotech Sdn. Bhd. (ADT India Private Limited),adt biotech sdn bhd adt india private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0411,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1261,1261,nCOV-2003-06 nCOV-2004-02 nCOV-2004-03 SARS-2004-01 SARS-2004-02 SARS-2004-03,LyteStar 2019-nCoV RT PCR Kit 1.0,,lytestar 2019  10,,"ADT India Ltd, New Delhi, India",adt india  new delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0412,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1262,1262,11382,Zena Max SARS-CoV-2 Direct qPCR Detection Kit,ZenaMaxSARSCoV2DirectqPCRDetectionKit,zena max direct qpcr detection,,"Advanced Molecular Diagnostics (AMD), UK (Diagnostic Biosystems)",advanced molecular diagnostics amd uk diagnostic biosystems,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0413,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1263,1263,HBI001A,Holborn Wells Detect SARS-CoV-2 Multiplex IVD RT-QPCR TEST Kit,,holborn wells detect multiplex ivd qpcr,96T/kit,Affigenix Biosolutions Pvt. Ltd,affigenix biosolutions pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0414,,,,Yes
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1264,1264,HDI0001A,RT-QPCR TEST Kit,,rt qpcr,,Affigenix Biosolutions Pvt. Ltd,affigenix biosolutions pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0415,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1265,1265,MX07/3G/08_MF G,AFFIGENIX COVID 19 TEST (ACT-1) (3 Genes MULTIPLEX KIT),AFFIGENIXCOVID19TESTACT13GenesMULTIPLEXKIT,affigenix act 1 3 genes multiplex,,"AffigenixBiosolutions Pvt Ltd, Bangalore, India",affigenixbiosolutions pvt  bangalore india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0416,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1266,1266,AFDX1000602,AffigenixCovid 19 test (ACT) kit,AffigenixCovid19testACTkit,affigenix  act,,"AffigenixBiosolutionsPvt. Ltd, Bangalore",affigenixbiosolutionspvt  bangalore,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0417,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1267,1267,R007101,Direct Covid 19 LAMP Test Kit,DirectCovid19LAMPTestKit,direct  lamp,,"Agappe Diagnostics Ltd, Kerala",agappe diagnostics  kerala,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0418,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1268,1268,R008003,Agappe Real Time RT – LAMP COVID 19 Testing Kit,,agappe real time  lamp  ing,,"Agappe Diagnostics Ltd, Kerala, India",agappe diagnostics  kerala india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0419,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1269,1269,L141-173,abTES COVID-19 qPCR I Kit (v1.1),abTESCOVID19qPCRIKitv1.1,abtes  qpcr  v11,,"AITbiotech Pte Ltd, Singapore (Hiddenite Beverages Private Limited)",aitbiotech   singapore hiddenite beverages private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0420,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1270,1270,L141-57,abTESTM COVID-19 qPCR I Kit,abTESTMCOVID19qPCRIKit,abtestm  qpcr,,"AITbiotech Pte Ltd, Singapore (Hiddenite Beverages Private Limited)",aitbiotech   singapore hiddenite beverages private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0421,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1271,1271,20200601,PATHOFIND COVID-19 Realtime RT-PCR Kit,PATHOFINDCOVID19RealtimeRTPCRKit,pathofind  realtime,,Ajay Bio-Tech (India) Ltd.,ajay biotech india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0422,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1272,1272,BPORT210805,"COVID-19, ONE STEP MULTIPLEX RT PCR KIT",COVID19ONESTEPMULTIPLEXRTPCRKIT,one step multiplex,,"Alchem Diagnostics, Coimbatore",alchem diagnostics coimbatore,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0423,,,,
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1273,1273,23005 24628,RealStar SARS-CoV-2 RT-PCR kit 1.0,,realstar  10,,"Altona Diagnostics, Germany",altona diagnostics germany,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,IND0424,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1274,1274,AGBRTP210103,Ammagen RT-PCR Kit,AmmagenRTPCRKit,ammagen,,"Ammagen, Tamil Nadu",ammagen tamil nadu,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0425,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1275,1275,COVP02,ANGPCR 2019-nCoV,,angpcr 2019 ncov,25T/kit ,"Angstrom Biotech Pvt. Ltd, Rajasthan",angstrom biotech pvt  rajasthan,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0426,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1276,1276,7020,Aspen SARS-CoV-2 Nucelic acid detection kit (PCR- Fluorescent probe method),,aspen nucelic acid detection fluorescent probe method,5T/kit,"Aspen Laboratories Pvt. Ltd, New Delhi (Deep Meditech Pvt Ltd)",aspen laboratories pvt  new delhi deep meditech pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0427,,,,Yes
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1277,1277,AP1708201,Aridia CoVid-19 Real Time PCR Detection Kit,,aridia  real time detection,,"Athenese-Dx Private Limited, Tamil Nadu",athenesedx private limited tamil nadu,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0428,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1278,1278,LD12020005,-19) Aura’s CORONAVIRUS (COVID Real Time PCR DETECTION KIT,19Aura’sCORONAVIRUSCOVIDRealTimePCRDETECTIONKIT,19 auras coronavirus  real time detection,,"Aura Biotechnologies Private Limited, Chennai",aura biotechnologies private limited chennai,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0429,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1279,1279,AVVI-0001,Avien Covi Quick Covid-19 Hid RTqPCR Assay,,avien covi quick  hid rtqpcr assay,96T/kit,"AvienceBiomedicals Pvt Ltd, Delhi",aviencebiomedicals pvt  delhi,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0430,,,,Yes
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1280,1280,AV-000001,AvienBio COVID-19 RT PCR Assay,,avienbio  assay,,"AvienceBiomedicals Pvt Ltd, Delhi",aviencebiomedicals pvt  delhi,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0431,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1281,1281,RPC/010921/D/0 1,One-Step RT-PCR Test for Covid-19,,one step,,"Axiva Sichem Biotech, Sonipat",axiva sichem biotech sonipat,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0432,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1282,1282,002VM1,ViroQ SARS-CoV-2 (E gene + RdRp),,viroq e gene  rdrp,,"BAG Diagnostics, Germany (Shiva Scientific Company, New Delhi)",bag diagnostics germany shiva scientific company new delhi,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0433,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1283,1283,COVID20200601,GENEASY COVID-19 RT-PCR Kit,,geneasy,,Bhat Biotech India Pvt Ltd,bhat biotech india pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0435,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1284,1284,TRI010-26JULY21,"COVID-19 TRIPLEX RT-PCR DIRECT, SARS-CoV-2 DETECTION KIT",,triplex direct detection,,BioGenex Hyderabad,biogenex hyderabad,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0436,,,,
22,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1285,1285,20200412,Biogenix Covid-19 one step RT PCR,BiogenixCovid19onestepRTPCR,biogenix  one step pcr,,"Biogenix INC Pvt Ltd, Lucknow",biogenix  pvt  lucknow,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0437,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1286,1286,BGL/IVD/COV/0 420/004,BIO COVID ID/COVID-19 qualitative PCR detection kit version 2,,bio  id qualitative detection  version 2,see IFU,"BioGenomics Limited, Thane, India",biogenomics limited thane india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0438,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1287,1287,BGL/IVDM/COV /ERN/1020/009,BioCov-iD ERN Corona Virus Single Tube Multiplex RT-PCR Detection Kit,BioCoviDERNCoronaVirusSingleTubeMultiplexRTPCRDetectionKit,bio id ern corona virus single tube multiplex detection,,"BioGenomics Limited, Thane, India",biogenomics limited thane india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0439,,,,
23,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1288,1288,200231E,AccuPower SARS-CoV-2 Real Time RT-PCR Kit,AccuPowerSARSCoV2RealTimeRTPCRKit,accupower real time,25T/kit,"Bioneer Corporation, South Korea (Effibar India Private Limited)",bioneer corporation south korea effibar india private limited,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0440,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1289,1289,200231G,AccuPower SARS-CoV-2 Multiplex Real Time RT-PCR Kit,AccuPowerSARSCoV2MultiplexRealTimeRTPCRKit,accupower multiplex real time,,"Bioneer Corporation, South Korea (Wevio Global Private Limited)",bioneer corporation south korea wevio global private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0441,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1290,1290,200331E,AccuPower SARS-CoV-2 Real Time RT-PCR Kit,,accupower real time,24T/kit,"Bioneer Corporation, South Korea (Wevio Global Private Limited)",bioneer corporation south korea wevio global private limited,,,,,"US FDA EUA
 Health Canada/Interim Order TGA
 WHO EUL",,,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,,,IND0442,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1291,1291,C19PCR003,BioSci True Detect COVID-19 Real Time PCR Kit,BioSciTrueDetectCOVID19RealTimePCRKit,biosci true detect  real time,,"Biosci Healthcare, Madhya Pradesh",biosci healthcare madhya pradesh,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0443,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1292,1292,T001,Concepta CoViDx RT-qPCR Kit,ConceptaCoViDxRTqPCRKit,concepta qpcr,,BioSystems Diagnostics Private Limited,biosystems diagnostics private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0445,,,,
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1293,1293,T-02,CoviPlus RT-qPCR Kit,,coviplus qpcr,48T/kit,BioSystems Diagnostics Private Limited,biosystems diagnostics private limited,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0446,,,,Yes
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1294,1294,P-T 01,Concepta COVID-19 Multiplex RT PCR Kit,,concepta  multiplex,,BioSystems Diagnostics Pvt. Ltd,biosystems diagnostics pvt,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0447,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1295,1295,BBSRTPCR21-002,Bio Bee COVID19 Detection Kit,BioBeeCOVID19DetectionKit,bio bee 19 detection,,"Bogar Bio Bee Stores Pvt Ltd.,",bogar bio bee stores pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0448,,,,
19,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1296,1296,Q-12C,Q Sens 2019-nCoV Detection Kit,,q sens 2019 detection,,Cancer Rop Co. Ltd (Anjanajyoti Systems Private Limited),cancer rop  anjanajyoti systems private limited,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0449,,,,
