,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
1151,1151,31082,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2010.49,0.0,USD,0.0,,0.0,,4.0,KG,QIASYMPHONY DSP VIRUS  PATHOGEN MINI KIT BATCH NO 166050388 EXP DT 04.06.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1152,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1152,1152,31086,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,11978.19,0.0,USD,0.0,,0.0,,48.0,KG,QIASYMPHONY DSP VIRUS PATHONGEN MIDI KIT BATCH NO 166047868 EXP DT 19.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1153,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1153,1153,31092,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,881.54,0.0,USD,0.0,,0.0,,3.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MIDI KIT BATCH NO 166046132  EXP DT 25.04.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1154,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1154,1154,31093,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2477.21,0.0,USD,0.0,,0.0,,5.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MINI KIT BATCH NO 166043449 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1155,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1155,1155,31095,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,3833.22,0.0,USD,0.0,,0.0,,15.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MIDI KIT BATCH NO 166047868 EXP DT 19.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1156,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1156,1156,31098,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,3841.92,0.0,USD,0.0,,0.0,,15.0,KG,QIASYMPHONY DSP VIRUSPATHOGEN MIDI KIT BATCH NO 166049667 EXP DT 23.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1157,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1278 | 715 | 1295 | 700 | 34 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 339 | 140 | 129 | 1380 | 1228 | 1131 | 1187 | 494 | 495 | 1401 | 866 | 1411 | 902 | 592 | 355 | 1449,19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | no | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1157,1157,31105,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1077.05,0.0,USD,0.0,,0.0,,2.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MINI KIT BATCH NO 166050388 EXP DT 04.06.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1158,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1158,1158,31106,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHOHAN & COMAPNY,309 BAHADURABAD 1 ST FLOOR STREET # 14 KARACHI,PK - Pakistan,.,.,.,.,"VIVACHEK BIOTECH HANGZHOU CO.,LTD",,China,1512.0,0.0,USD,0.0,,0.0,,54.0,KG,COVID 19 CORONA VIRUS SARSCoV2,0.0,,,,,,KAPW,,,,0.0,,,,,,,,,,,1159,Pakistan Trade Atlas All 2021 HS 382200.csv,2,1163 | 1175 | 1287 | 1301 | 134 | 446 | 1417 | 470 | 1145 | 1433 | 934,"corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus","{'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'}",3.0,340,"vivachek,hangzhou,biotech",,0.5,936
1159,1159,31107,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2603.35,0.0,USD,0.0,,0.0,,10.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MIDI KIT BATCH NO 166047868 EXP DT 19.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1160,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1160,1160,31108,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2477.21,0.0,USD,0.0,,0.0,,5.0,KG,QIASYMPHONY DSP VIRUSPATHOGEN MINI KIT BATCH NO 166043449 EXP 10.04.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 56,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1161,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1278 | 715 | 1295 | 700 | 34 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 339 | 140 | 129 | 1380 | 1228 | 1131 | 1187 | 494 | 495 | 1401 | 866 | 1411 | 902 | 592 | 355 | 1449,19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | no | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
